categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,life_time,mark-vtype
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,99bb8565914c06ebdd777e5ec1d7c8925fba0bac,53b10a93934dff4331a40cdbfffc1928bcef4ff5,src/java/org/apache/commons/fileupload/MultipartStream.java,141,141,7d3865ccc773905b3b94790cf134e6ca2c5b217c,src/java/org/apache/commons/fileupload/MultipartStream.java,NO_METHOD,STREAM_TERMINATOR,fixed,4,TP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,97b14cff6818a84b95ec427b4897b08c4e71a42c,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,423,423,6a9f8bbbaa0c43b78c2dd104b37ae5bba3743610,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,NO_FIELD,fixed,2961,TP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,420294e086413e3bf63cfeb66dd3b2d14062cc85,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,686,686,7c28b13be7e4af455811480a4c32825113cdae71,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,fixed,338,TP
DODGY_CODE,BC_VACUOUS_INSTANCEOF,2,17,commons-fileupload,9b294104bf817e3266f0be933d774c0f7e077a67,af99f77ce7bb01be4eef7b0cb339f71610c2a837,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,375,375,96c0cc44b1d0f570d9272e34b052c325c8c2d481,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,fixed,720,TP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,d5181b71d90abfed17b74ac17b488c1e4a3bc769,src/main/java/org/apache/commons/fileupload/MultipartStream.java,185,185,ff8c1297703e8cb59e03ad75e57ce7b78a8e20f6,src/main/java/org/apache/commons/fileupload/MultipartStream.java,NO_METHOD,FIELD_SEPARATOR,fixed,1827,TP
BAD_PRACTICE,OS_OPEN_STREAM_EXCEPTION_PATH,3,19,commons-fileupload,7c28b13be7e4af455811480a4c32825113cdae71,99492f85ca7849d4c20e1f7f816c67f365fb5568,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,667,667,032425f8e838f5e7f5044cf1152b2f1d3e541993,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,fixed,0,TP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,99bb8565914c06ebdd777e5ec1d7c8925fba0bac,53b10a93934dff4331a40cdbfffc1928bcef4ff5,src/java/org/apache/commons/fileupload/MultipartStream.java,148,148,7d3865ccc773905b3b94790cf134e6ca2c5b217c,src/java/org/apache/commons/fileupload/MultipartStream.java,NO_METHOD,BOUNDARY_PREFIX,fixed,4,TP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,1ac8c617896b5dd0e1900dbe3ffd4cf165c6ad1b,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,302,302,1c732d7ed34fa025327eeb6a2f3b7a6647d408a7,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,parse([CIIC)Ljava/util/Map;,chars,fixed,2,TP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,32eade4883d367a2103ea9a0be68f057604adb37,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,359,359,b27fca22a365bc9449f9c7d1052965d0a6b71046,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,getString()Ljava/lang/String;,NO_FIELD,fixed,2,TP
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,4684c3fa9e920df84f3b0e1d355e71a1db3a5104,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,86,86,076e8552ebf9294a4e5ddf27d7c684b1a2ef0e5f,src/main/java/org/apache/commons/fileupload/util/mime/QuotedPrintableDecoder.java,NO_METHOD,lastCR,fixed,1,TP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,6d72b589410cc58838fd57099f6fe59802188247,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,702,702,d6c43958ad27b930ad24364471177ad925b0cf8a,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,getHeader(Ljava/util/Map;Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,fixed,2,TP
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,b53957e2bf180e9c5ffddb2a11020b0c17a3b10a,fdf011a5f9a15826771b19cdd6795b247b0bc3e4,src/java/org/apache/commons/fileupload/FileUploadBase.java,488,488,4ed6e923cb2033272fcb993978d69e325990a5aa,src/java/org/apache/commons/fileupload/FileUploadBase.java,parseHeaders(Ljava/lang/String;)Ljava/util/Map;,NO_FIELD,fixed,14,TP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,f2fa3c4b49493048dbc7b73fe568e6884550fa60,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,421,421,66427249f9039ed8f65343f94946a3eb6f395cbf,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,NO_FIELD,fixed,2965,TP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,c101fc23b22efe3454b165d96659dd457ef4e8d3,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,356,356,640b1d53adfeb7271480b4e43ec5bb2fd06e54b0,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,NO_FIELD,fixed,2608,TP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,d5181b71d90abfed17b74ac17b488c1e4a3bc769,src/main/java/org/apache/commons/fileupload/MultipartStream.java,193,193,ff8c1297703e8cb59e03ad75e57ce7b78a8e20f6,src/main/java/org/apache/commons/fileupload/MultipartStream.java,NO_METHOD,STREAM_TERMINATOR,fixed,1827,TP
DODGY_CODE,DLS_DEAD_LOCAL_STORE,2,17,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,32eade4883d367a2103ea9a0be68f057604adb37,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,350,350,b27fca22a365bc9449f9c7d1052965d0a6b71046,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,getString()Ljava/lang/String;,NO_FIELD,fixed,2,TP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,1a8a103eefa5616503e9947804c6a20b12669e42,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,356,356,d61216573bf26a6ac6461a822111d84cad9e26b0,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,NO_FIELD,fixed,2629,TP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,99bb8565914c06ebdd777e5ec1d7c8925fba0bac,5c03ce43d32993ad56f9fc67ac94bdca53668ac5,src/java/org/apache/commons/fileupload/FileUploadBase.java,673,673,684984971e95ac0dff142934323d02df77168126,src/java/org/apache/commons/fileupload/FileUploadBase.java,hasNext()Z,NO_FIELD,fixed,4,TP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,b8253237867120ec8c99ea34b68ac86c6283dbc3,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,429,429,149d38d7c1ff0e9f934774c7ad29eba0667d0d8a,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,getBoundary(Ljava/lang/String;)[B,NO_FIELD,fixed,2962,TP
DODGY_CODE,DLS_DEAD_LOCAL_STORE,2,17,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,1ac8c617896b5dd0e1900dbe3ffd4cf165c6ad1b,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,350,350,1c732d7ed34fa025327eeb6a2f3b7a6647d408a7,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,getString()Ljava/lang/String;,NO_FIELD,fixed,2,TP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5a81b13d5842c9dff2e136a1ef6dfe8a811e72f9,src/main/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java,61,61,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java,isMultipartContent(Ljavax/servlet/http/HttpServletRequest;)Z,NO_FIELD,fixed,1833,TP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,6d72b589410cc58838fd57099f6fe59802188247,src/main/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,73,73,d6c43958ad27b930ad24364471177ad925b0cf8a,src/main/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,getHeaders(Ljava/lang/String;)Ljava/util/Iterator;,NO_FIELD,fixed,2,TP
DODGY_CODE,DLS_DEAD_LOCAL_STORE,2,17,commons-fileupload,b33dda73d7f3eaeded6e592ed6b1e9c3c521743c,5cfdf5d260f0496de1c1bafe417494b212ab6c79,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,350,350,3095f8726304fa370ea336063a487f1292a9d990,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,getString()Ljava/lang/String;,NO_FIELD,fixed,5,TP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,b53957e2bf180e9c5ffddb2a11020b0c17a3b10a,fdf011a5f9a15826771b19cdd6795b247b0bc3e4,src/java/org/apache/commons/fileupload/FileUploadBase.java,352,352,4ed6e923cb2033272fcb993978d69e325990a5aa,src/java/org/apache/commons/fileupload/FileUploadBase.java,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,fixed,14,TP
BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/DefaultFileItem.java,75,77,,,NO_METHOD,NO_FIELD,unfixed,0,UNKNOWN
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/DiskFileUpload.java,118,118,,,setFileItemFactory(Lorg/apache/commons/fileupload/FileItemFactory;)V,NO_FIELD,unfixed,0,UNKNOWN
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,618,618,,,parseHeaders(Ljava/lang/String;)Ljava/util/Map;,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,494,494,,,getFieldName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,678,678,,,getHeader(Ljava/util/Map;Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,983,983,,,findNextItem()Z,NO_FIELD,unfixed,0,UNKNOWN
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,581,581,,,getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload/FileItemHeaders;,NO_FIELD,unfixed,0,UNKNOWN
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,800,800,,,NO_METHOD,opened,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,450,450,,,getFileName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,405,405,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,411,411,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,884,884,,,<init>(Lorg/apache/commons/fileupload/FileUploadBase;Lorg/apache/commons/fileupload/RequestContext;)V,NO_FIELD,unfixed,0,UNKNOWN
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,379,379,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/FileUploadBase.java,87,87,,,isMultipartContent(Lorg/apache/commons/fileupload/RequestContext;)Z,NO_FIELD,unfixed,0,UNKNOWN
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,178,178,,,NO_METHOD,HEADER_SEPARATOR,unfixed,0,UNKNOWN
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,561,561,,,readHeaders()Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
BAD_PRACTICE,SR_NOT_CHECKED,3,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,929,929,,,close(Z)V,NO_FIELD,unfixed,0,UNKNOWN
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,186,186,,,NO_METHOD,FIELD_SEPARATOR,unfixed,0,UNKNOWN
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,201,201,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,0,UNKNOWN
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,194,194,,,NO_METHOD,STREAM_TERMINATOR,unfixed,0,UNKNOWN
CORRECTNESS,NP_NULL_PARAM_DEREF_NONVIRTUAL,1,6,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/MultipartStream.java,282,282,,,<init>()V,NO_FIELD,unfixed,0,UNKNOWN
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/ParameterParser.java,302,302,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/ParameterParser.java,322,322,,,parse([CIIC)Ljava/util/Map;,NO_FIELD,unfixed,0,UNKNOWN
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,711,711,,,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,387,387,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,326,326,,,get()[B,cachedContent,unfixed,0,UNKNOWN
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,482,482,,,delete()V,NO_FIELD,unfixed,0,UNKNOWN
BAD_PRACTICE,RR_NOT_CHECKED,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,334,334,,,get()[B,NO_FIELD,unfixed,0,UNKNOWN
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,594,594,,,finalize()V,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java,68,68,,,isMultipartContent(Ljavax/servlet/http/HttpServletRequest;)Z,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,52,52,,,getHeader(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,65,65,,,getHeaders(Ljava/lang/String;)Ljava/util/Iterator;,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,80,80,,,addHeader(Ljava/lang/String;Ljava/lang/String;)V,NO_FIELD,unfixed,0,UNKNOWN
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,9cebcead3bad87dca9fa105b3de800a0618da44e,src/java/org/apache/commons/fileupload/util/Streams.java,147,147,,,asString(Ljava/io/InputStream;)Ljava/lang/String;,NO_FIELD,unfixed,0,UNKNOWN
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/DiskFileUpload.java,111,111,,,setFileItemFactory(Lorg/apache/commons/fileupload/FileItemFactory;)V,NO_FIELD,unfixed,1833,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,438,438,,,getFileName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,1833,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,393,393,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,1833,UNKNOWN
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,816,816,,,NO_METHOD,opened,unfixed,1833,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,912,912,,,<init>(Lorg/apache/commons/fileupload/FileUploadBase;Lorg/apache/commons/fileupload/RequestContext;)V,NO_FIELD,unfixed,1833,FP
CORRECTNESS,SIO_SUPERFLUOUS_INSTANCEOF,3,10,commons-fileupload,9b294104bf817e3266f0be933d774c0f7e077a67,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,351,351,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,727,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,359,359,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,1833,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,80,80,,,isMultipartContent(Lorg/apache/commons/fileupload/RequestContext;)Z,NO_FIELD,unfixed,1833,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,1001,1001,,,findNextItem()Z,NO_FIELD,unfixed,1833,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,399,399,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,1833,UNKNOWN
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,481,481,,,getFieldName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,1833,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,3cf0df9af5dc561781b14937e875869b453dcc84,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,668,668,,,getHeader(Ljava/util/Map;Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,1833,FP
